claim_id,claim_open_date,claim_close_date,date_key_open,date_key_close,customer_id,product_id,supplier_id,root_cause_id,location_id,claim_status,severity_level,cost_impact_usd,quantity_affected,days_to_close,recurrence_flag,claim_type,inspection_stage,defect_code,detected_by,business_unit
CLM004111,2024-06-08,,20240608,,CUST007,PROD013,SUP011,RC006,LOC007,In Analysis,Critical,120000.0,17,,1,Customer Claim,Customer Site,D008,Inspection,Operations
CLM004112,2026-05-29,2026-09-25,20260529,20260925,CUST031,PROD001,SUP014,RC012,LOC006,Closed,High,5000.0,18,119,0,Customer Claim,Process,D015,Operator,Supply Chain
CLM004113,2024-12-09,2025-01-07,20241209,20250107,CUST014,PROD016,SUP016,RC012,LOC005,Closed,Medium,1798.66,19,29,0,Internal Event,Process,D019,Customer,Supply Chain
CLM004114,2025-08-02,,20250802,,CUST049,PROD014,SUP016,RC007,LOC004,Canceled,Medium,2606.69,25,,0,Customer Claim,Incoming,D012,Customer,Operations
CLM004115,2024-10-21,,20241021,,CUST035,PROD011,SUP017,RC009,LOC004,In Analysis,High,5778.52,19,,0,Customer Claim,Logistics,D002,Operator,Industrial
CLM004116,2025-08-06,2025-08-11,20250806,20250811,CUST011,PROD022,SUP012,RC006,LOC004,Closed,Low,265.2,24,5,1,Customer Claim,Process,D006,Inspection,Industrial
CLM004117,2024-10-01,2024-10-13,20241001,20241013,CUST049,PROD012,SUP001,RC009,LOC002,Closed,Low,306.59,20,12,0,Customer Claim,Logistics,D018,Inspection,Industrial
CLM004118,2026-06-28,2026-07-20,20260628,20260720,CUST053,PROD025,SUP011,RC010,LOC001,Closed,Medium,1170.62,25,22,1,Customer Claim,Final Inspection,D010,Inspection,Industrial
CLM004119,2025-09-24,,20250924,,CUST040,PROD022,SUP008,RC002,LOC008,Open,High,22731.55,19,,0,Internal Event,Final Inspection,D010,System,Supply Chain
CLM004120,2024-10-27,,20241027,,CUST031,PROD001,SUP003,RC009,LOC004,In Analysis,Medium,2614.52,11,,0,Customer Claim,Customer Site,D019,System,Operations
CLM004121,2023-03-11,2023-04-09,20230311,20230409,CUST038,PROD017,SUP010,RC001,LOC006,Closed,Medium,5319.8,20,29,0,Supplier Claim,Final Inspection,D014,System,Supply Chain
CLM004122,2026-04-26,2026-04-27,20260426,20260427,CUST058,PROD013,SUP004,RC001,LOC005,Closed,Low,111.81,26,1,1,Internal Event,Incoming,D007,Inspection,Operations
CLM004123,2026-09-26,2026-12-31,20260926,20261231,CUST058,PROD014,SUP011,RC011,LOC004,Closed,Critical,120000.0,21,96,0,Customer Claim,Process,D003,Customer,Operations
CLM004124,2023-11-17,2023-12-10,20231117,20231210,CUST023,PROD021,SUP016,RC010,LOC006,Closed,High,25000.0,22,23,1,Customer Claim,Customer Site,D006,Audit,Industrial
CLM004125,2026-05-22,,20260522,,CUST036,PROD008,SUP015,RC005,LOC008,In Analysis,Medium,2137.23,23,,0,Customer Claim,Final Inspection,D019,Operator,Industrial
CLM004126,2024-05-22,2024-06-15,20240522,20240615,CUST021,PROD025,SUP004,RC002,LOC005,Closed,Medium,2846.04,17,24,0,Customer Claim,Final Inspection,D004,System,Operations
CLM004127,2024-04-10,2024-08-05,20240410,20240805,CUST040,PROD006,SUP016,RC005,LOC008,Closed,High,25000.0,24,117,0,Customer Claim,Process,D015,Inspection,Supply Chain
CLM004128,2023-12-08,,20231208,,CUST053,PROD004,SUP008,RC006,LOC002,Pending,Medium,8000.0,18,,1,Customer Claim,Process,D017,Customer,Industrial
CLM004129,2025-04-21,,20250421,,CUST001,PROD021,SUP012,RC002,LOC004,In Analysis,Low,531.49,19,,0,Customer Claim,Process,D002,Inspection,Supply Chain
CLM004130,2026-01-16,2026-03-02,20260116,20260302,CUST022,PROD002,SUP001,RC010,LOC002,Closed,Medium,2810.06,12,45,0,Customer Claim,Process,D012,Inspection,Operations
CLM004131,2025-01-20,2025-01-27,20250120,20250127,CUST014,PROD017,SUP018,RC010,LOC002,Closed,Low,132.19,15,7,0,Customer Claim,Process,D004,Audit,Supply Chain
CLM004132,2023-12-10,2023-12-19,20231210,20231219,CUST013,PROD008,SUP007,RC004,LOC008,Closed,Low,393.58,22,9,0,Internal Event,Process,D011,Customer,Supply Chain
CLM004133,2024-12-24,,20241224,,CUST025,PROD017,SUP016,RC010,LOC006,Open,Low,509.45,21,,0,Supplier Claim,Final Inspection,D005,Inspection,Supply Chain
CLM004134,2024-11-24,2024-12-05,20241124,20241205,CUST059,PROD014,SUP015,RC008,LOC001,Closed,Low,156.85,22,11,1,Customer Claim,Customer Site,D011,Operator,Operations
CLM004135,2026-07-26,2026-08-08,20260726,20260808,CUST003,PROD014,SUP012,RC012,LOC007,Closed,Low,563.91,20,13,0,Customer Claim,Process,D004,System,Operations
CLM004136,2023-08-25,,20230825,,CUST029,PROD008,SUP010,RC001,LOC008,Pending,Low,694.86,13,,1,Customer Claim,Process,D011,System,Industrial
CLM004137,2024-05-21,,20240521,,CUST054,PROD002,SUP005,RC010,LOC005,Open,Medium,1000.0,16,,0,Customer Claim,Customer Site,D011,Inspection,Supply Chain
CLM004138,2026-09-01,2026-10-21,20260901,20261021,CUST029,PROD017,SUP018,RC003,LOC008,Closed,High,19343.0,17,50,0,Customer Claim,Incoming,D005,Operator,Industrial
CLM004139,2024-01-17,,20240117,,CUST037,PROD025,SUP018,RC002,LOC007,In Analysis,High,18587.68,15,,0,Internal Event,Final Inspection,D005,Inspection,Supply Chain
CLM004140,2025-01-05,,20250105,,CUST035,PROD015,SUP007,RC002,LOC001,Pending,Low,1185.98,16,,0,Internal Event,Process,D014,System,Operations
CLM004141,2025-04-24,2025-05-02,20250424,20250502,CUST024,PROD011,SUP010,RC005,LOC005,Closed,Low,1500.0,19,8,0,Customer Claim,Process,D011,Inspection,Supply Chain
CLM004142,2024-10-27,2025-02-06,20241027,20250206,CUST034,PROD013,SUP013,RC004,LOC004,Closed,High,9228.23,23,102,0,Customer Claim,Process,D007,Customer,Industrial
CLM004143,2024-02-06,,20240206,,CUST023,PROD010,SUP005,RC012,LOC006,Open,Medium,8000.0,13,,0,Customer Claim,Final Inspection,D015,Inspection,Operations
CLM004144,2025-10-01,2025-10-10,20251001,20251010,CUST058,PROD011,SUP012,RC006,LOC002,Closed,Medium,4029.45,13,9,0,Customer Claim,Final Inspection,D014,Inspection,Supply Chain
CLM004145,2026-10-12,,20261012,,CUST050,PROD011,SUP017,RC011,LOC007,Pending,Medium,1162.32,18,,1,Customer Claim,Customer Site,D016,Operator,Industrial
CLM004146,2024-01-24,2024-01-27,20240124,20240127,CUST051,PROD001,SUP008,RC006,LOC005,Closed,Low,1058.09,15,3,0,Internal Event,Customer Site,D015,Operator,Supply Chain
CLM004147,2025-08-22,2025-08-25,20250822,20250825,CUST024,PROD023,SUP006,RC001,LOC008,Closed,Low,381.03,16,3,0,Customer Claim,Incoming,D019,System,Industrial
CLM004148,2026-04-23,2026-05-26,20260423,20260526,CUST035,PROD004,SUP010,RC003,LOC004,Closed,Medium,1176.96,21,33,0,Customer Claim,Incoming,D007,Customer,Industrial
CLM004149,2024-10-28,2024-10-29,20241028,20241029,CUST025,PROD001,SUP011,RC002,LOC003,Closed,Low,1363.87,20,1,0,Internal Event,Incoming,D002,Inspection,Industrial
CLM004150,2024-07-16,2024-08-11,20240716,20240811,CUST025,PROD022,SUP011,RC006,LOC001,Closed,Medium,2619.83,17,26,0,Internal Event,Process,D017,Inspection,Supply Chain
CLM004151,2023-01-02,2023-02-20,20230102,20230220,CUST051,PROD025,SUP004,RC007,LOC004,Closed,High,17676.25,16,49,0,Customer Claim,Incoming,D019,Inspection,Industrial
CLM004152,2023-10-05,2023-11-05,20231005,20231105,CUST007,PROD017,SUP016,RC001,LOC006,Closed,Medium,3497.56,15,31,0,Internal Event,Customer Site,D005,Audit,Operations
CLM004153,2025-09-27,2025-10-31,20250927,20251031,CUST007,PROD001,SUP011,RC002,LOC001,Closed,Medium,1638.95,18,34,0,Customer Claim,Final Inspection,D007,Inspection,Supply Chain
CLM004154,2024-06-17,2024-09-14,20240617,20240914,CUST015,PROD003,SUP011,RC005,LOC001,Closed,High,25000.0,17,89,0,Customer Claim,Final Inspection,D020,Customer,Industrial
CLM004155,2025-09-23,2025-10-01,20250923,20251001,CUST029,PROD003,SUP014,RC006,LOC008,Closed,Medium,3836.29,20,8,0,Customer Claim,Customer Site,D012,System,Operations
CLM004156,2026-04-23,,20260423,,CUST059,PROD015,SUP018,RC010,LOC001,Pending,Medium,1958.96,17,,0,Customer Claim,Process,D005,Inspection,Industrial
CLM004157,2026-03-30,2026-04-06,20260330,20260406,CUST024,PROD020,SUP018,RC005,LOC003,Closed,Medium,2996.56,13,7,1,Customer Claim,Process,D017,Customer,Supply Chain
CLM004158,2026-11-21,2026-12-11,20261121,20261211,CUST039,PROD013,SUP001,RC011,LOC001,Closed,Medium,3197.78,21,20,0,Customer Claim,Final Inspection,D010,Audit,Supply Chain
CLM004159,2025-06-24,2025-07-28,20250624,20250728,CUST038,PROD022,SUP015,RC002,LOC006,Closed,Medium,1824.69,18,34,0,Internal Event,Process,D008,System,Industrial
CLM004160,2025-11-17,2026-04-29,20251117,20260429,CUST023,PROD017,SUP010,RC003,LOC006,Closed,Critical,20000.0,21,163,0,Internal Event,Incoming,D013,Operator,Operations
CLM004161,2025-01-10,2025-02-04,20250110,20250204,CUST042,PROD019,SUP008,RC001,LOC007,Closed,Medium,1000.0,23,25,1,Customer Claim,Process,D006,Inspection,Industrial
CLM004162,2024-01-16,,20240116,,CUST006,PROD008,SUP017,RC011,LOC003,Pending,Critical,68051.39,19,,1,Customer Claim,Final Inspection,D018,Operator,Industrial
CLM004163,2024-07-01,2024-08-02,20240701,20240802,CUST025,PROD006,SUP005,RC003,LOC008,Closed,Medium,1179.96,18,32,0,Supplier Claim,Incoming,D015,Audit,Supply Chain
CLM004164,2023-08-27,2023-10-23,20230827,20231023,CUST009,PROD013,SUP008,RC008,LOC004,Closed,High,25000.0,17,57,1,Customer Claim,Logistics,D005,Inspection,Supply Chain
CLM004165,2023-07-16,,20230716,,CUST043,PROD007,SUP015,RC010,LOC002,Open,Medium,1764.2,25,,1,Customer Claim,Customer Site,D009,Operator,Supply Chain
CLM004166,2023-10-11,2023-10-12,20231011,20231012,CUST024,PROD007,SUP007,RC002,LOC003,Closed,Low,654.01,21,1,0,Internal Event,Customer Site,D001,Inspection,Supply Chain
CLM004167,2026-07-24,2026-09-07,20260724,20260907,CUST011,PROD004,SUP002,RC002,LOC007,Closed,Medium,8000.0,22,45,0,Customer Claim,Incoming,D009,Inspection,Supply Chain
CLM004168,2023-05-26,,20230526,,CUST038,PROD014,SUP005,RC008,LOC004,In Analysis,High,25000.0,20,,0,Customer Claim,Logistics,D015,Operator,Operations
CLM004169,2026-12-30,,20261230,,CUST056,PROD014,SUP009,RC003,LOC006,Pending,Low,245.97,19,,1,Supplier Claim,Process,D004,Inspection,Operations
CLM004170,2023-09-25,2023-10-09,20230925,20231009,CUST029,PROD024,SUP009,RC002,LOC006,Closed,Medium,12848.35,16,14,0,Customer Claim,Process,D019,Operator,Industrial
CLM004171,2026-05-29,,20260529,,CUST033,PROD006,SUP003,RC007,LOC002,Pending,High,25000.0,20,,0,Internal Event,Incoming,D001,Inspection,Operations
CLM004172,2025-06-20,2025-08-09,20250620,20250809,CUST020,PROD009,SUP006,RC007,LOC003,Closed,High,6014.01,18,50,1,Internal Event,Incoming,D007,Operator,Supply Chain
CLM004173,2024-05-01,2024-05-05,20240501,20240505,CUST051,PROD023,SUP016,RC009,LOC003,Closed,Low,273.92,19,4,1,Customer Claim,Customer Site,D016,Inspection,Industrial
CLM004174,2025-01-18,2025-01-25,20250118,20250125,CUST003,PROD020,SUP015,RC010,LOC002,Closed,Medium,1000.0,16,7,0,Customer Claim,Final Inspection,D018,Customer,Operations
CLM004175,2025-06-08,2025-07-16,20250608,20250716,CUST045,PROD022,SUP008,RC002,LOC004,Closed,High,25000.0,20,38,0,Customer Claim,Process,D004,Inspection,Industrial
CLM004176,2026-05-01,,20260501,,CUST042,PROD009,SUP017,RC008,LOC007,Open,Critical,20000.0,21,,1,Customer Claim,Logistics,D013,Inspection,Operations
CLM004177,2025-06-23,,20250623,,CUST023,PROD019,SUP017,RC001,LOC004,Pending,High,25000.0,20,,0,Internal Event,Incoming,D009,System,Operations
CLM004178,2025-02-03,,20250203,,CUST059,PROD020,SUP003,RC006,LOC008,In Analysis,Medium,1807.43,22,,0,Internal Event,Process,D008,Inspection,Operations
CLM004179,2025-06-03,2025-06-30,20250603,20250630,CUST006,PROD023,SUP017,RC007,LOC007,Closed,Medium,4096.5,20,27,0,Internal Event,Incoming,D003,Operator,Supply Chain
CLM004180,2024-08-02,2024-09-08,20240802,20240908,CUST045,PROD002,SUP018,RC008,LOC007,Closed,Medium,1402.48,19,37,1,Internal Event,Logistics,D015,Customer,Operations
CLM004181,2026-02-10,2026-02-22,20260210,20260222,CUST001,PROD004,SUP016,RC007,LOC001,Closed,Low,158.8,29,12,1,Customer Claim,Incoming,D004,Inspection,Supply Chain
CLM004182,2024-06-09,2024-07-12,20240609,20240712,CUST004,PROD017,SUP005,RC003,LOC004,Closed,Medium,31425.66,16,33,0,Customer Claim,Incoming,D007,Inspection,Industrial
CLM004183,2026-03-05,2026-03-14,20260305,20260314,CUST044,PROD005,SUP017,RC010,LOC008,Closed,Low,544.54,27,9,0,Customer Claim,Customer Site,D017,Customer,Industrial
CLM004184,2025-01-24,,20250124,,CUST030,PROD010,SUP015,RC009,LOC004,In Analysis,Medium,8000.0,25,,0,Customer Claim,Customer Site,D005,Customer,Operations
CLM004185,2024-06-28,,20240628,,CUST006,PROD020,SUP007,RC012,LOC003,Open,Critical,33059.4,24,,1,Customer Claim,Final Inspection,D009,Operator,Supply Chain
CLM004186,2024-05-14,2024-05-26,20240514,20240526,CUST007,PROD014,SUP007,RC001,LOC005,Closed,Low,121.31,19,12,1,Customer Claim,Process,D017,System,Supply Chain
CLM004187,2025-10-08,2025-10-22,20251008,20251022,CUST013,PROD004,SUP017,RC008,LOC001,Closed,Low,227.6,18,14,0,Customer Claim,Logistics,D007,Customer,Supply Chain
CLM004188,2023-04-08,,20230408,,CUST007,PROD004,SUP018,RC006,LOC008,Open,High,13034.46,26,,0,Customer Claim,Final Inspection,D010,Customer,Industrial
CLM004189,2023-11-22,2023-12-04,20231122,20231204,CUST051,PROD005,SUP001,RC009,LOC008,Closed,Low,465.35,16,12,1,Internal Event,Customer Site,D013,Inspection,Supply Chain
CLM004190,2026-04-14,2026-04-18,20260414,20260418,CUST043,PROD007,SUP003,RC004,LOC006,Closed,Low,168.55,18,4,0,Customer Claim,Process,D009,System,Supply Chain
CLM004191,2025-07-03,,20250703,,CUST007,PROD013,SUP013,RC008,LOC001,In Analysis,Low,251.5,28,,0,Customer Claim,Logistics,D011,Inspection,Supply Chain
CLM004192,2025-05-03,2025-05-11,20250503,20250511,CUST028,PROD013,SUP006,RC006,LOC005,Closed,Medium,3996.84,18,8,0,Internal Event,Final Inspection,D008,Operator,Industrial
CLM004193,2025-03-11,2025-03-21,20250311,20250321,CUST044,PROD013,SUP018,RC002,LOC002,Closed,Low,299.34,25,10,1,Customer Claim,Process,D013,System,Supply Chain
CLM004194,2025-12-06,2025-12-19,20251206,20251219,CUST013,PROD024,SUP011,RC001,LOC002,Closed,Medium,2656.99,15,13,0,Customer Claim,Final Inspection,D006,System,Supply Chain
CLM004195,2023-03-30,2023-04-09,20230330,20230409,CUST010,PROD005,SUP013,RC004,LOC004,Closed,Low,100.0,19,10,0,Customer Claim,Process,D003,Customer,Industrial
CLM004196,2026-09-05,2026-09-23,20260905,20260923,CUST021,PROD004,SUP001,RC006,LOC006,Closed,Medium,3787.74,20,18,0,Customer Claim,Final Inspection,D016,Operator,Industrial
CLM004197,2026-07-01,,20260701,,CUST052,PROD011,SUP014,RC004,LOC008,Open,Medium,6466.07,21,,0,Customer Claim,Process,D016,System,Supply Chain
CLM004198,2025-06-28,2025-08-03,20250628,20250803,CUST012,PROD008,SUP001,RC009,LOC004,Closed,Medium,1731.71,23,36,0,Customer Claim,Logistics,D010,Operator,Industrial
CLM004199,2025-04-06,2025-04-19,20250406,20250419,CUST016,PROD007,SUP008,RC007,LOC005,Closed,Medium,8000.0,26,13,0,Customer Claim,Incoming,D016,System,Supply Chain
CLM004200,2024-08-02,,20240802,,CUST025,PROD022,SUP011,RC006,LOC004,In Analysis,Medium,4218.08,20,,1,Customer Claim,Process,D020,Operator,Operations
CLM004201,2025-04-19,2025-05-27,20250419,20250527,CUST048,PROD016,SUP011,RC007,LOC004,Closed,Medium,5109.85,18,38,1,Customer Claim,Incoming,D009,Operator,Industrial
CLM004202,2024-10-30,2024-11-03,20241030,20241103,CUST017,PROD007,SUP017,RC006,LOC002,Closed,Low,103.67,26,4,0,Customer Claim,Final Inspection,D017,Inspection,Supply Chain
CLM004203,2023-08-06,,20230806,,CUST012,PROD002,SUP002,RC004,LOC004,Pending,Medium,4225.65,24,,1,Customer Claim,Process,D003,Customer,Operations
CLM004204,2023-12-15,2023-12-29,20231215,20231229,CUST044,PROD014,SUP016,RC006,LOC001,Closed,Medium,3008.64,19,14,0,Customer Claim,Final Inspection,D001,Inspection,Supply Chain
CLM004205,2026-02-20,2026-02-26,20260220,20260226,CUST051,PROD008,SUP005,RC007,LOC003,Closed,Low,1094.56,17,6,1,Supplier Claim,Incoming,D010,Customer,Operations
CLM004206,2023-08-18,2023-09-23,20230818,20230923,CUST054,PROD017,SUP001,RC005,LOC006,Closed,High,10983.02,19,36,1,Customer Claim,Customer Site,D016,Operator,Supply Chain
CLM004207,2026-07-03,2026-07-04,20260703,20260704,CUST050,PROD008,SUP014,RC001,LOC007,Closed,Low,367.3,25,1,0,Customer Claim,Process,D006,Inspection,Supply Chain
CLM004208,2025-09-10,,20250910,,CUST042,PROD022,SUP006,RC004,LOC008,In Analysis,Medium,5735.64,10,,0,Customer Claim,Process,D009,Inspection,Supply Chain
CLM004209,2024-05-18,,20240518,,CUST057,PROD017,SUP004,RC008,LOC007,In Analysis,Critical,120000.0,23,,0,Customer Claim,Customer Site,D016,Audit,Supply Chain
CLM004210,2024-12-15,,20241215,,CUST044,PROD023,SUP004,RC005,LOC002,Open,Medium,2173.1,13,,0,Customer Claim,Final Inspection,D004,Inspection,Industrial
CLM004211,2025-09-18,2025-10-01,20250918,20251001,CUST047,PROD006,SUP018,RC003,LOC003,Closed,Medium,2672.31,25,13,0,Customer Claim,Incoming,D007,Operator,Operations
CLM004212,2025-06-18,,20250618,,CUST059,PROD023,SUP002,RC004,LOC004,Pending,Low,1172.36,20,,0,Customer Claim,Process,D019,Audit,Supply Chain
CLM004213,2024-09-29,2024-10-13,20240929,20241013,CUST036,PROD013,SUP014,RC012,LOC007,Closed,Low,300.96,19,14,0,Customer Claim,Customer Site,D018,Inspection,Supply Chain
CLM004214,2025-11-25,2026-09-26,20251125,20260926,CUST032,PROD014,SUP018,RC003,LOC006,Closed,Critical,62731.38,24,305,0,Customer Claim,Incoming,D005,Operator,Operations
CLM004215,2026-07-03,2026-08-07,20260703,20260807,CUST018,PROD003,SUP005,RC002,LOC003,Closed,Medium,2357.72,17,35,1,Internal Event,Incoming,D010,System,Operations
CLM004216,2026-02-22,2026-02-26,20260222,20260226,CUST001,PROD023,SUP013,RC001,LOC006,Closed,Low,204.63,17,4,0,Internal Event,Customer Site,D012,System,Operations
CLM004217,2025-06-04,2025-06-05,20250604,20250605,CUST044,PROD019,SUP010,RC003,LOC003,Closed,Low,644.16,16,1,0,Customer Claim,Incoming,D010,Audit,Supply Chain
CLM004218,2025-03-16,2025-03-22,20250316,20250322,CUST029,PROD025,SUP017,RC001,LOC006,Closed,Low,1084.52,13,6,0,Internal Event,Process,D012,System,Operations
CLM004219,2024-09-01,2024-09-20,20240901,20240920,CUST047,PROD020,SUP010,RC008,LOC003,Closed,Medium,8000.0,18,19,1,Supplier Claim,Logistics,D013,Audit,Industrial
CLM004220,2024-02-28,2024-03-22,20240228,20240322,CUST048,PROD024,SUP018,RC003,LOC004,Closed,Medium,5032.01,15,23,1,Customer Claim,Incoming,D003,Inspection,Supply Chain
CLM004221,2025-11-07,2025-12-19,20251107,20251219,CUST049,PROD003,SUP009,RC002,LOC002,Closed,Medium,16296.39,16,42,0,Customer Claim,Final Inspection,D020,System,Operations
CLM004222,2024-06-10,2024-06-23,20240610,20240623,CUST031,PROD002,SUP007,RC012,LOC001,Closed,Low,924.54,19,13,1,Internal Event,Process,D020,System,Operations
CLM004223,2025-07-25,2025-09-15,20250725,20250915,CUST047,PROD010,SUP002,RC005,LOC008,Closed,High,21280.09,13,52,0,Customer Claim,Process,D004,Operator,Supply Chain
CLM004224,2026-04-15,2026-04-20,20260415,20260420,CUST051,PROD024,SUP010,RC001,LOC004,Closed,Low,473.75,19,5,1,Customer Claim,Process,D020,Inspection,Industrial
CLM004225,2025-04-25,2025-07-14,20250425,20250714,CUST046,PROD022,SUP010,RC002,LOC002,Closed,High,11932.31,18,80,0,Customer Claim,Final Inspection,D012,System,Industrial
CLM004226,2023-03-08,2023-04-13,20230308,20230413,CUST004,PROD001,SUP010,RC005,LOC003,Closed,Medium,8000.0,19,36,0,Customer Claim,Process,D011,Inspection,Supply Chain
CLM004227,2025-03-12,,20250312,,CUST017,PROD010,SUP017,RC006,LOC008,In Analysis,Medium,6703.61,18,,0,Customer Claim,Customer Site,D019,Customer,Industrial
CLM004228,2024-08-29,,20240829,,CUST028,PROD013,SUP012,RC010,LOC007,In Analysis,High,5000.0,11,,1,Customer Claim,Process,D002,Inspection,Supply Chain
CLM004229,2024-05-12,,20240512,,CUST033,PROD016,SUP002,RC005,LOC001,In Analysis,Medium,4561.44,19,,0,Customer Claim,Final Inspection,D003,Customer,Supply Chain
CLM004230,2024-08-27,2024-09-17,20240827,20240917,CUST047,PROD011,SUP003,RC001,LOC005,Closed,Medium,3019.01,16,21,0,Customer Claim,Incoming,D006,System,Industrial
CLM004231,2025-04-19,2025-05-20,20250419,20250520,CUST006,PROD015,SUP004,RC005,LOC006,Closed,Medium,5066.19,19,31,0,Customer Claim,Process,D002,Inspection,Operations
CLM004232,2025-06-25,,20250625,,CUST041,PROD005,SUP008,RC005,LOC002,In Analysis,Critical,20000.0,18,,0,Customer Claim,Incoming,D016,Operator,Operations
CLM004233,2023-02-20,2023-06-14,20230220,20230614,CUST031,PROD012,SUP015,RC004,LOC008,Closed,Critical,20000.0,20,114,0,Customer Claim,Process,D004,Inspection,Industrial
CLM004234,2025-07-27,2025-08-02,20250727,20250802,CUST024,PROD002,SUP001,RC008,LOC002,Closed,Low,570.28,23,6,0,Customer Claim,Customer Site,D001,Inspection,Operations
CLM004235,2025-08-29,2025-10-01,20250829,20251001,CUST052,PROD006,SUP011,RC009,LOC002,Closed,Medium,3563.71,24,33,0,Customer Claim,Logistics,D010,Inspection,Industrial
CLM004236,2025-10-08,2025-11-02,20251008,20251102,CUST036,PROD003,SUP010,RC003,LOC004,Closed,Medium,1585.63,15,25,1,Customer Claim,Incoming,D018,Inspection,Supply Chain
CLM004237,2026-12-04,2026-12-17,20261204,20261217,CUST033,PROD004,SUP009,RC007,LOC003,Closed,Low,478.88,16,13,1,Customer Claim,Incoming,D011,Inspection,Industrial
CLM004238,2024-08-31,2024-09-11,20240831,20240911,CUST031,PROD004,SUP017,RC002,LOC002,Closed,Low,587.42,22,11,1,Internal Event,Process,D017,System,Industrial
CLM004239,2025-12-31,2026-02-06,20251231,20260206,CUST056,PROD015,SUP008,RC005,LOC007,Closed,Medium,1876.64,22,37,0,Internal Event,Incoming,D007,Customer,Supply Chain
CLM004240,2024-09-15,,20240915,,CUST045,PROD025,SUP015,RC012,LOC004,Open,Medium,1757.41,17,,0,Customer Claim,Final Inspection,D014,Operator,Operations
CLM004241,2024-09-09,,20240909,,CUST001,PROD002,SUP001,RC011,LOC002,In Analysis,Medium,1000.0,18,,0,Supplier Claim,Process,D016,Customer,Operations
CLM004242,2024-03-07,2024-03-19,20240307,20240319,CUST005,PROD001,SUP015,RC006,LOC006,Closed,Medium,1003.99,16,12,0,Internal Event,Incoming,D001,Customer,Industrial
CLM004243,2026-08-02,2026-08-08,20260802,20260808,CUST013,PROD014,SUP005,RC002,LOC005,Closed,Low,637.37,18,6,1,Customer Claim,Process,D012,Audit,Industrial
CLM004244,2025-03-01,,20250301,,CUST059,PROD021,SUP014,RC008,LOC001,Open,Low,528.09,21,,1,Customer Claim,Customer Site,D007,System,Supply Chain
CLM004245,2023-10-31,2023-11-01,20231031,20231101,CUST055,PROD025,SUP010,RC007,LOC005,Closed,Low,1093.85,19,1,1,Customer Claim,Incoming,D006,Customer,Supply Chain
CLM004246,2023-09-08,2023-09-20,20230908,20230920,CUST049,PROD003,SUP002,RC008,LOC007,Closed,Low,330.25,22,12,0,Customer Claim,Customer Site,D007,Operator,Industrial
CLM004247,2023-05-19,2023-09-11,20230519,20230911,CUST007,PROD012,SUP007,RC004,LOC008,Closed,High,5000.0,18,115,0,Customer Claim,Process,D009,Operator,Operations
CLM004248,2024-12-17,,20241217,,CUST057,PROD016,SUP010,RC006,LOC007,Open,Low,776.57,26,,1,Customer Claim,Customer Site,D020,Operator,Supply Chain
CLM004249,2024-05-12,,20240512,,CUST035,PROD013,SUP017,RC007,LOC001,Open,Low,549.09,12,,1,Customer Claim,Incoming,D019,Inspection,Operations
CLM004250,2026-08-07,2026-09-16,20260807,20260916,CUST050,PROD022,SUP006,RC005,LOC001,Closed,Medium,8000.0,20,40,0,Customer Claim,Customer Site,D008,System,Operations
CLM004251,2023-12-10,2024-02-21,20231210,20240221,CUST004,PROD013,SUP014,RC006,LOC008,Closed,High,15540.9,20,73,1,Internal Event,Final Inspection,D015,Operator,Operations
CLM004252,2024-12-04,2024-12-18,20241204,20241218,CUST055,PROD011,SUP012,RC002,LOC006,Closed,Medium,8000.0,25,14,1,Customer Claim,Customer Site,D004,Operator,Supply Chain
CLM004253,2025-02-01,2025-03-10,20250201,20250310,CUST025,PROD006,SUP018,RC001,LOC005,Closed,High,20362.36,17,37,0,Internal Event,Final Inspection,D010,System,Operations
CLM004254,2026-07-13,2026-12-31,20260713,20261231,CUST007,PROD002,SUP018,RC003,LOC008,Closed,Critical,92552.87,24,171,0,Customer Claim,Incoming,D005,Inspection,Industrial
CLM004255,2025-03-13,2025-03-29,20250313,20250329,CUST019,PROD003,SUP005,RC003,LOC004,Closed,Medium,4209.98,12,16,0,Customer Claim,Incoming,D012,Inspection,Supply Chain
CLM004256,2023-08-17,2023-09-22,20230817,20230922,CUST015,PROD022,SUP014,RC006,LOC006,Closed,Medium,8000.0,18,36,1,Customer Claim,Final Inspection,D018,Audit,Supply Chain
CLM004257,2025-01-27,2025-02-07,20250127,20250207,CUST053,PROD018,SUP012,RC012,LOC005,Closed,Low,1299.1,23,11,0,Customer Claim,Final Inspection,D007,Operator,Operations
CLM004258,2025-04-02,2025-05-11,20250402,20250511,CUST054,PROD006,SUP005,RC002,LOC006,Closed,High,13054.81,20,39,1,Internal Event,Customer Site,D020,Audit,Supply Chain
CLM004259,2023-01-30,2023-02-17,20230130,20230217,CUST058,PROD009,SUP016,RC004,LOC008,Closed,Medium,2695.14,26,18,0,Customer Claim,Process,D001,Inspection,Industrial
CLM004260,2024-09-02,2024-10-13,20240902,20241013,CUST013,PROD012,SUP008,RC006,LOC004,Closed,Medium,1855.59,27,41,1,Customer Claim,Process,D001,Inspection,Operations
CLM004261,2024-03-06,2024-04-14,20240306,20240414,CUST052,PROD005,SUP005,RC012,LOC008,Closed,Medium,2094.55,22,39,0,Internal Event,Incoming,D008,Operator,Industrial
